Year,Month,Day,Hour,CH,TH,TS,SA,ZH,PE,MO
2014,5,11,14,0,0.515515,0,0,0,0,0
2014,5,11,15,0,0.4483585,0,0,0,0,0
2014,5,11,16,0,0.4446485,0,0,0,0,0
2014,5,11,17,0,0.4614965,0,0,0,0,0
2014,5,11,18,0,0.4646195,0,0,0,0,0
2014,5,11,19,0,0.4630245,0,0,0,0,0
2014,5,11,20,0,0.4834705,0,0,0,0,0
2014,5,11,21,0,0.4870215,0,0,0,0,0
2014,5,11,22,0,0.479877,0,0,0,0,0
2014,5,11,23,0,0.46791,0,0,0,0,0
2014,5,12,0,0,0.506315,0,0,0,0,0
2014,5,12,1,0,0.4611565,0,0,0,0,0
2014,5,12,2,0,0.482723,0,0,0,0,0
2014,5,12,3,0,0.60874,0,0,0,0,0
2014,5,12,4,0,0.69835,0,0,0,0,0
2014,5,12,5,0,0.75413,0,0,0,0,0
2014,5,12,6,0,0.76708,0,0,0,0,0
2014,5,12,7,0,0.765225,0,0,0,0,0
2014,5,12,8,0,0.749905,0,0,0,0,0
2014,5,12,9,0,0.73092,0,0,0,0,0
2014,5,12,10,0,0.72082,0,0,0,0,0
2014,5,12,11,0,0.652445,0,0,0,0,0
2014,5,12,12,0,0.59837,0,0,0,0,0
2014,5,12,13,0,0.540615,0,0,0,0,0
2014,5,12,14,0,0.488227,0,0,0,0,0
2014,5,12,15,0,0.4295595,0,0,0,0,0
2014,5,12,16,0,0.4479345,0,0,0,0,0
2014,5,12,17,0,0.486698,0,0,0,0,0
2014,5,12,18,0,0.4839335,0,0,0,0,0
2014,5,12,19,0,0.494601,0,0,0,0,0
2014,5,12,20,0,0.4854845,0,0,0,0,0
2014,5,12,21,0,0.427493,0,0,0,0,0
2014,5,12,22,0,0.391519,0,0,0,0,0
2014,5,12,23,0,0.396969,0,0,0,0,0
2014,5,13,0,0,0.447053,0,0,0,0,0
2014,5,13,1,0,0.465186,0,0,0,0,0
2014,5,13,2,0,0.537555,0,0,0,0,0
2014,5,13,3,0,0.66043,0,0,0,0,0
2014,5,13,4,0,0.72311,0,0,0,0,0
2014,5,13,5,0,0.76301,0,0,0,0,0
2014,5,13,6,0,0.77784,0,0,0,0,0
2014,5,13,7,0,0.781945,0,0,0,0,0
2014,5,13,8,0,0.77985,0,0,0,0,0
2014,5,13,9,0,0.72917,0,0,0,0,0
2014,5,13,10,0,0.65887,0,0,0,0,0
2014,5,13,11,0,0.63278,0,0,0,0,0
2014,5,13,12,0,0.640685,0,0,0,0,0
2014,5,13,13,0,0.57597,0,0,0,0,0
2014,5,13,14,0,0.511185,0,0,0,0,0
2014,5,13,15,0,0.4905665,0,0,0,0,0
2014,5,13,16,0,0.50796,0,0,0,0,0
2014,5,13,17,0,0.5663,0,0,0,0,0
2014,5,13,18,0,0.54653,0,0,0,0,0
2014,5,13,19,0,0.4994515,0,0,0,0,0
2014,5,13,20,0,0.4727255,0,0,0,0,0
2014,5,13,21,0,0.475147,0,0,0,0,0
2014,5,13,22,0,0.4377435,0,0,0,0,0
2014,5,13,23,0,0.432329,0,0,0,0,0
2014,5,14,0,0,0.428338,0,0,0,0,0
2014,5,14,1,0,0.4153695,0,0,0,0,0
2014,5,14,2,0,0.50989,0,0,0,0,0
2014,5,14,3,0,0.64618,0,0,0,0,0
2014,5,14,4,0,0.762845,0,0,0,0,0
2014,5,14,5,0,0.775445,0,0,0,0,0
2014,5,14,6,0,0.7833,0,0,0,0,0
2014,5,14,7,0,0.779455,0,0,0,0,0
2014,5,14,8,0,0.77624,0,0,0,0,0
2014,5,14,9,0,0.74537,0,0,0,0,0
2014,5,14,10,0,0.71887,0,0,0,0,0
2014,5,14,11,0,0.639355,0,0,0,0,0
2014,5,14,12,0,0.5863,0,0,0,0,0
2014,5,14,13,0,0.565395,0,0,0,0,0
2014,5,14,14,0,0.608485,0,0,0,0,0
2014,5,14,15,0,0.616995,0,0,0,0,0
2014,5,14,16,0,0.609135,0,0,0,0,0
2014,5,14,17,0,0.60779,0,0,0,0,0
2014,5,14,18,0,0.602445,0,0,0,0,0
2014,5,14,19,0,0.60162,0,0,0,0,0
2014,5,14,20,0,0.60055,0,0,0,0,0
2014,5,14,21,0,0.522745,0,0,0,0,0
2014,5,14,22,0,0.4359305,0,0,0,0,0
2014,5,14,23,0,0.4457935,0,0,0,0,0
2014,5,15,0,0,0.4360185,0,0,0,0,0
2014,5,15,1,0,0.4456985,0,0,0,0,0
2014,5,15,2,0,0.504445,0,0,0,0,0
2014,5,15,3,0,0.647015,0,0,0,0,0
2014,5,15,4,0,0.73412,0,0,0,0,0
2014,5,15,5,0,0.77775,0,0,0,0,0
2014,5,15,6,0,0.786345,0,0,0,0,0
2014,5,15,7,0,0.78551,0,0,0,0,0
2014,5,15,8,0,0.78831,0,0,0,0,0
2014,5,15,9,0,0.768405,0,0,0,0,0
2014,5,15,10,0,0.76315,0,0,0,0,0
2014,5,15,11,0,0.705995,0,0,0,0,0
2014,5,15,12,0,0.61258,0,0,0,0,0
2014,5,15,13,0,0.55522,0,0,0,0,0
2014,5,15,14,0,0.50964,0,0,0,0,0
2014,5,15,15,0,0.48199,0,0,0,0,0
2014,5,15,16,0,0.4997275,0,0,0,0,0
2014,5,15,17,0,0.4927475,0,0,0,0,0
2014,5,15,18,0,0.50993,0,0,0,0,0
2014,5,15,19,0,0.4999765,0,0,0,0,0
2014,5,15,20,0,0.4763655,0,0,0,0,0
2014,5,15,21,0,0.4443755,0,0,0,0,0
2014,5,15,22,0,0.4631645,0,0,0,0,0
2014,5,15,23,0,0.3777865,0,0,0,0,0
2014,5,16,0,0,0.382989,0,0,0,0,0
2014,5,16,1,0,0.3689185,0,0,0,0,0
2014,5,16,2,0,0.4690945,0,0,0,0,0
2014,5,16,3,0,0.64826,0,0,0,0,0
2014,5,16,4,0,0.75225,0,0,0,0,0
2014,5,16,5,0,0.762135,0,0,0,0,0
2014,5,16,6,0,0.76394,0,0,0,0,0
2014,5,16,7,0,0.768095,0,0,0,0,0
2014,5,16,8,0,0.765205,0,0,0,0,0
2014,5,16,9,0,0.760765,0,0,0,0,0
2014,5,16,10,0,0.74171,0,0,0,0,0
2014,5,16,11,0,0.696705,0,0,0,0,0
2014,5,16,12,0,0.60726,0,0,0,0,0
2014,5,16,13,0,0.54381,0,0,0,0,0
2014,5,16,14,0,0.511615,0,0,0,0,0
2014,5,16,15,0,0.543895,0,0,0,0,0
2014,5,16,16,0,0.545185,0,0,0,0,0
2014,5,16,17,0,0.56168,0,0,0,0,0
2014,5,16,18,0,0.568625,0,0,0,0,0
2014,5,16,19,0,0.53701,0,0,0,0,0
2014,5,16,20,0,0.53308,0,0,0,0,0
2014,5,16,21,0,0.516765,0,0,0,0,0
2014,5,16,22,0,0.388709,0,0,0,0,0
2014,5,16,23,0,0.380159,0,0,0,0,0
2014,5,17,0,0,0.3785,0,0,0,0,0
2014,5,17,1,0,0.4200275,0,0,0,0,0
2014,5,17,2,0,0.455238,0,0,0,0,0
2014,5,17,3,0,0.549225,0,0,0,0,0
2014,5,17,4,0,0.65189,0,0,0,0,0
2014,5,17,5,0,0.719525,0,0,0,0,0
2014,5,17,6,0,0.7077,0,0,0,0,0
2014,5,17,7,0,0.7179,0,0,0,0,0
2014,5,17,8,0,0.720405,0,0,0,0,0
2014,5,17,9,0,0.685705,0,0,0,0,0
2014,5,17,10,0,0.65946,0,0,0,0,0
2014,5,17,11,0,0.674425,0,0,0,0,0
2014,5,17,12,0,0.606525,0,0,0,0,0
2014,5,17,13,0,0.51109,0,0,0,0,0
2014,5,17,14,0,0.438636,0,0,0,0,0
2014,5,17,15,0,0.3797945,0,0,0,0,0
2014,5,17,16,0,0.425467,0,0,0,0,0
2014,5,17,17,0,0.422057,0,0,0,0,0
2014,5,17,18,0,0.443711,0,0,0,0,0
2014,5,17,19,0,0.4774425,0,0,0,0,0
2014,5,17,20,0,0.499838,0,0,0,0,0
2014,5,17,21,0,0.4752425,0,0,0,0,0
2014,5,17,22,0,0.4338715,0,0,0,0,0
2014,5,17,23,0,0.397614,0,0,0,0,0
2014,5,18,0,0,0.3516975,0,0,0,0,0
2014,5,18,1,0,0.383159,0,0,0,0,0
2014,5,18,2,0,0.4618035,0,0,0,0,0
2014,5,18,3,0,0.59029,0,0,0,0,0
2014,5,18,4,0,0.673125,0,0,0,0,0
2014,5,18,5,0,0.700095,0,0,0,0,0
2014,5,18,6,0,0.73977,0,0,0,0,0
2014,5,18,7,0,0.774365,0,0,0,0,0
2014,5,18,8,0,0.76921,0,0,0,0,0
2014,5,18,9,0,0.765365,0,0,0,0,0
2014,5,18,10,0,0.738015,0,0,0,0,0
2014,5,18,11,0,0.66679,0,0,0,0,0
2014,5,18,12,0,0.563695,0,0,0,0,0
2014,5,18,13,0,0.520235,0,0,0,0,0
2014,5,18,14,0,0.488522,0,0,0,0,0
2014,5,18,15,0,0.4794465,0,0,0,0,0
2014,5,18,16,0,0.40628,0,0,0,0,0
2014,5,18,17,0,0.4558925,0,0,0,0,0
2014,5,18,18,0,0.472645,0,0,0,0,0
2014,5,18,19,0,0.4709525,0,0,0,0,0
2014,5,18,20,0,0.500695,0,0,0,0,0
2014,5,18,21,0,0.4666505,0,0,0,0,0
2014,5,18,22,0,0.4242755,0,0,0,0,0
2014,5,18,23,0,0.340302,0,0,0,0,0
2014,5,19,0,0,0.414403,0,0,0,0,0
2014,5,19,1,0,0.4249335,0,0,0,0,0
2014,5,19,2,0,0.4253655,0,0,0,0,0
2014,5,19,3,0,0.52049,0,0,0,0,0
2014,5,19,4,0,0.62017,0,0,0,0,0
2014,5,19,5,0,0.679895,0,0,0,0,0
2014,5,19,6,0,0.734615,0,0,0,0,0
2014,5,19,7,0,0.76694,0,0,0,0,0
2014,5,19,8,0,0.68829,0,0,0,0,0
2014,5,19,9,0,0.72926,0,0,0,0,0
2014,5,19,10,0,0.695995,0,0,0,0,0
2014,5,19,11,0,0.6452,0,0,0,0,0
2014,5,19,12,0,0.575055,0,0,0,0,0
2014,5,19,13,0,0.4907725,0,0,0,0,0
2014,5,19,14,0,0.4846075,0,0,0,0,0
2014,5,19,15,0,0.475573,0,0,0,0,0
2014,5,19,16,0,0.4286185,0,0,0,0,0
2014,5,19,17,0,0.418501,0,0,0,0,0
2014,5,19,18,0,0.428421,0,0,0,0,0
2014,5,19,19,0,0.434188,0,0,0,0,0
2014,5,19,20,0,0.4900725,0,0,0,0,0
2014,5,19,21,0,0.467156,0,0,0,0,0
2014,5,19,22,0,0.3863705,0,0,0,0,0
2014,5,19,23,0,0.41927,0,0,0,0,0
2014,5,20,0,0,0.4125465,0,0,0,0,0
2014,5,20,1,0,0.349148,0,0,0,0,0
2014,5,20,2,0,0.4530025,0,0,0,0,0
2014,5,20,3,0,0.584705,0,0,0,0,0
2014,5,20,4,0,0.69471,0,0,0,0,0
2014,5,20,5,0,0.748475,0,0,0,0,0
2014,5,20,6,0,0.72229,0,0,0,0,0
2014,5,20,7,0,0.754705,0,0,0,0,0
2014,5,20,8,0,0.7383,0,0,0,0,0
2014,5,20,9,0,0.758435,0,0,0,0,0
2014,5,20,10,0,0.724085,0,0,0,0,0
2014,5,20,11,0,0.63627,0,0,0,0,0
2014,5,20,12,0,0.569585,0,0,0,0,0
2014,5,20,13,0,0.554085,0,0,0,0,0
2014,5,20,14,0,0.55175,0,0,0,0,0
2014,5,20,15,0,0.53933,0,0,0,0,0
2014,5,20,16,0,0.53937,0,0,0,0,0
2014,5,20,17,0,0.54196,0,0,0,0,0
2014,5,20,18,0,0.59323,0,0,0,0,0
2014,5,20,19,0,0.6191,0,0,0,0,0
2014,5,20,20,0,0.59572,0,0,0,0,0
2014,5,20,21,0,0.602875,0,0,0,0,0
2014,5,20,22,0,0.602215,0,0,0,0,0
2014,5,20,23,0,0.57373,0,0,0,0,0
2014,5,21,0,0,0.531495,0,0,0,0,0
2014,5,21,1,0,0.503925,0,0,0,0,0
2014,5,21,2,0,0.526635,0,0,0,0,0
2014,5,21,3,0,0.57374,0,0,0,0,0
2014,5,21,4,0,0.66164,0,0,0,0,0
2014,5,21,5,0,0.63722,0,0,0,0,0
2014,5,21,6,0,0.66174,0,0,0,0,0
2014,5,21,7,0,0.728555,0,0,0,0,0
2014,5,21,8,0,0.728,0,0,0,0,0
2014,5,21,9,0,0.707275,0,0,0,0,0
2014,5,21,10,0,0.78888,0,0,0,0,0
2014,5,21,11,0,0.754835,0,0,0,0,0
2014,5,21,12,0,0.67817,0,0,0,0,0
2014,5,21,13,0,0.65156,0,0,0,0,0
2014,5,21,14,0,0.60551,0,0,0,0,0
2014,5,21,15,0,0.61547,0,0,0,0,0
2014,5,21,16,0,0.596735,0,0,0,0,0
2014,5,21,17,0,0.554465,0,0,0,0,0
2014,5,21,18,0,0.503995,0,0,0,0,0
2014,5,21,19,0,0.52356,0,0,0,0,0
2014,5,21,20,0,0.474646,0,0,0,0,0
2014,5,21,21,0,0.463862,0,0,0,0,0
2014,5,21,22,0,0.411254,0,0,0,0,0
2014,5,21,23,0,0.430519,0,0,0,0,0
2014,5,22,0,0,0.470811,0,0,0,0,0
2014,5,22,1,0,0.436232,0,0,0,0,0
2014,5,22,2,0,0.491856,0,0,0,0,0
2014,5,22,3,0,0.57623,0,0,0,0,0
2014,5,22,4,0,0.630035,0,0,0,0,0
2014,5,22,5,0,0.70102,0,0,0,0,0
2014,5,22,6,0,0.75446,0,0,0,0,0
2014,5,22,7,0,0.733755,0,0,0,0,0
2014,5,22,8,0,0.74335,0,0,0,0,0
2014,5,22,9,0,0.760935,0,0,0,0,0
2014,5,22,10,0,0.66762,0,0,0,0,0
2014,5,22,11,0,0.67048,0,0,0,0,0
2014,5,22,12,0,0.55351,0,0,0,0,0
2014,5,22,13,0,0.46725,0,0,0,0,0
2014,5,22,14,0,0.455151,0,0,0,0,0
2014,5,22,15,0,0.4710145,0,0,0,0,0
2014,5,22,16,0,0.539175,0,0,0,0,0
2014,5,22,17,0,0.55619,0,0,0,0,0
2014,5,22,18,0,0.524175,0,0,0,0,0
2014,5,22,19,0,0.51289,0,0,0,0,0
2014,5,22,20,0,0.492374,0,0,0,0,0
2014,5,22,21,0,0.445197,0,0,0,0,0
2014,5,22,22,0,0.433128,0,0,0,0,0
2014,5,22,23,0,0.3296205,0,0,0,0,0
2014,5,23,0,0,0.360678,0,0,0,0,0
2014,5,23,1,0,0.3329535,0,0,0,0,0
2014,5,23,2,0,0.4123815,0,0,0,0,0
2014,5,23,3,0,0.583905,0,0,0,0,0
2014,5,23,4,0,0.64019,0,0,0,0,0
2014,5,23,5,0,0.65157,0,0,0,0,0
2014,5,23,6,0,0.672535,0,0,0,0,0
2014,5,23,7,0,0.720735,0,0,0,0,0
2014,5,23,8,0,0.76646,0,0,0,0,0
2014,5,23,9,0,0.74248,0,0,0,0,0
2014,5,23,10,0,0.658875,0,0,0,0,0
2014,5,23,11,0,0.596735,0,0,0,0,0
2014,5,23,12,0,0.50717,0,0,0,0,0
2014,5,23,13,0,0.3995215,0,0,0,0,0
2014,5,23,14,0,0.432447,0,0,0,0,0
2014,5,23,15,0,0.3890745,0,0,0,0,0
2014,5,23,16,0,0.373346,0,0,0,0,0
2014,5,23,17,0,0.3996315,0,0,0,0,0
2014,5,23,18,0,0.3996275,0,0,0,0,0
2014,5,23,19,0,0.395186,0,0,0,0,0
2014,5,23,20,0,0.399729,0,0,0,0,0
2014,5,23,21,0,0.366249,0,0,0,0,0
2014,5,23,22,0,0.426341,0,0,0,0,0
2014,5,23,23,0,0.359731,0,0,0,0,0
2014,5,24,0,0,0.372835,0,0,0,0,0
2014,5,24,1,0,0.3452415,0,0,0,0,0
2014,5,24,2,0,0.399321,0,0,0,0,0
2014,5,24,3,0,0.547395,0,0,0,0,0
2014,5,24,4,0,0.624455,0,0,0,0,0
2014,5,24,5,0,0.61883,0,0,0,0,0
2014,5,24,6,0,0.61765,0,0,0,0,0
2014,5,24,7,0,0.73097,0,0,0,0,0
2014,5,24,8,0,0.75058,0,0,0,0,0
2014,5,24,9,0,0.67148,0,0,0,0,0
2014,5,24,10,0,0.638365,0,0,0,0,0
2014,5,24,11,0,0.592865,0,0,0,0,0
2014,5,24,12,0,0.51473,0,0,0,0,0
2014,5,24,13,0,0.4447865,0,0,0,0,0
2014,5,24,14,0,0.423338,0,0,0,0,0
2014,5,24,15,0,0.3908265,0,0,0,0,0
2014,5,24,16,0,0.3853925,0,0,0,0,0
2014,5,24,17,0,0.3849545,0,0,0,0,0
2014,5,24,18,0,0.4574125,0,0,0,0,0
2014,5,24,19,0,0.4705715,0,0,0,0,0
2014,5,24,20,0,0.450055,0,0,0,0,0
2014,5,24,21,0,0.415107,0,0,0,0,0
2014,5,24,22,0,0.431937,0,0,0,0,0
2014,5,24,23,0,0.4042725,0,0,0,0,0
2014,5,25,0,0,0.417539,0,0,0,0,0
2014,5,25,1,0,0.4296655,0,0,0,0,0
2014,5,25,2,0,0.3625055,0,0,0,0,0
2014,5,25,3,0,0.4515485,0,0,0,0,0
2014,5,25,4,0,0.61489,0,0,0,0,0
2014,5,25,5,0,0.68304,0,0,0,0,0
2014,5,25,6,0,0.69168,0,0,0,0,0
2014,5,25,7,0,0.71194,0,0,0,0,0
2014,5,25,8,0,0.67737,0,0,0,0,0
2014,5,25,9,0,0.64658,0,0,0,0,0
2014,5,25,10,0,0.53951,0,0,0,0,0
2014,5,25,11,0,0.566145,0,0,0,0,0
2014,5,25,12,0,0.62475,0,0,0,0,0
2014,5,25,13,0,0.479181,0,0,0,0,0
2014,5,25,14,0,0.452157,0,0,0,0,0
2014,5,25,15,0,0.4660385,0,0,0,0,0
2014,5,25,16,0,0.465523,0,0,0,0,0
2014,5,25,17,0,0.394381,0,0,0,0,0
2014,5,25,18,0,0.377266,0,0,0,0,0
2014,5,25,19,0,0.3765415,0,0,0,0,0
2014,5,25,20,0,0.4200525,0,0,0,0,0
2014,5,25,21,0,0.381787,0,0,0,0,0
2014,5,25,22,0,0.522875,0,0,0,0,0
2014,5,25,23,0,0.539095,0,0,0,0,0
2014,5,26,0,0,0.416638,0,0,0,0,0
2014,5,26,1,0,0.397261,0,0,0,0,0
2014,5,26,2,0,0.3720865,0,0,0,0,0
2014,5,26,3,0,0.3824615,0,0,0,0,0
2014,5,26,4,0,0.430062,0,0,0,0,0
2014,5,26,5,0,0.450444,0,0,0,0,0
2014,5,26,6,0,0.5959,0,0,0,0,0
2014,5,26,7,0,0.629375,0,0,0,0,0
2014,5,26,8,0,0.612415,0,0,0,0,0
2014,5,26,9,0,0.50841,0,0,0,0,0
2014,5,26,10,0,0.350408,0,0,0,0,0
2014,5,26,11,0,0.406522,0,0,0,0,0
2014,5,26,12,0,0.47158,0,0,0,0,0
2014,5,26,13,0,0.4591045,0,0,0,0,0
2014,5,26,14,0,0.480606,0,0,0,0,0
2014,5,26,15,0,0.4683065,0,0,0,0,0
2014,5,26,16,0,0.362991,0,0,0,0,0
2014,5,26,17,0,0.3332865,0,0,0,0,0
2014,5,26,18,0,0.391511,0,0,0,0,0
2014,5,26,19,0,0.358389,0,0,0,0,0
2014,5,26,20,0,0.4071455,0,0,0,0,0
2014,5,26,21,0,0.37945,0,0,0,0,0
2014,5,26,22,0,0.44548,0,0,0,0,0
2014,5,26,23,0,0.481061,0,0,0,0,0
2014,5,27,0,0,0.4756685,0,0,0,0,0
2014,5,27,1,0,0.4232975,0,0,0,0,0
2014,5,27,2,0,0.403741,0,0,0,0,0
2014,5,27,3,0,0.427572,0,0,0,0,0
2014,5,27,4,0,0.4406705,0,0,0,0,0
2014,5,27,5,0,0.4482375,0,0,0,0,0
2014,5,27,6,0,0.406992,0,0,0,0,0
2014,5,27,7,0,0.3975,0,0,0,0,0
2014,5,27,8,0,0.4973485,0,0,0,0,0
2014,5,27,9,0,0.50064,0,0,0,0,0
2014,5,27,10,0,0.53397,0,0,0,0,0
2014,5,27,11,0,0.4492105,0,0,0,0,0
2014,5,27,12,0,0.439856,0,0,0,0,0
2014,5,27,13,0,0.3326115,0,0,0,0,0
2014,5,27,14,0,0.4120005,0,0,0,0,0
2014,5,27,15,0,0.3726985,0,0,0,0,0
2014,5,27,16,0,0.3833335,0,0,0,0,0
2014,5,27,17,0,0.395066,0,0,0,0,0
2014,5,27,18,0,0.4018215,0,0,0,0,0
2014,5,27,19,0,0.389898,0,0,0,0,0
2014,5,27,20,0,0.372832,0,0,0,0,0
2014,5,27,21,0,0.3932425,0,0,0,0,0
2014,5,27,22,0,0.553835,0,0,0,0,0
2014,5,27,23,0,0.426529,0,0,0,0,0
2014,5,28,0,0,0.418195,0,0,0,0,0
2014,5,28,1,0,0.516545,0,0,0,0,0
2014,5,28,2,0,0.56952,0,0,0,0,0
2014,5,28,3,0,0.595905,0,0,0,0,0
2014,5,28,4,0,0.571655,0,0,0,0,0
2014,5,28,5,0,0.636495,0,0,0,0,0
2014,5,28,6,0,0.630935,0,0,0,0,0
2014,5,28,7,0,0.529885,0,0,0,0,0
2014,5,28,8,0,0.57905,0,0,0,0,0
2014,5,28,9,0,0.58456,0,0,0,0,0
2014,5,28,10,0,0.645525,0,0,0,0,0
2014,5,28,11,0,0.698825,0,0,0,0,0
2014,5,28,12,0,0.674655,0,0,0,0,0
2014,5,28,13,0,0.753855,0,0,0,0,0
2014,5,28,14,0,0.77587,0,0,0,0,0
2014,5,28,15,0,0.76731,0,0,0,0,0
2014,5,28,16,0,0.75123,0,0,0,0,0
2014,5,28,17,0,0.75269,0,0,0,0,0
2014,5,28,18,0,0.720775,0,0,0,0,0
2014,5,28,19,0,0.73487,0,0,0,0,0
2014,5,28,20,0,0.746175,0,0,0,0,0
2014,5,28,21,0,0.721415,0,0,0,0,0
2014,5,28,22,0,0.70738,0,0,0,0,0
2014,5,28,23,0,0.70041,0,0,0,0,0
2014,5,29,0,0,0.70998,0,0,0,0,0
2014,5,29,1,0,0.65728,0,0,0,0,0
2014,5,29,2,0,0.513895,0,0,0,0,0
2014,5,29,3,0,0.374521,0,0,0,0,0
2014,5,29,4,0,0.3892905,0,0,0,0,0
2014,5,29,5,0,0.530415,0,0,0,0,0
2014,5,29,6,0,0.62755,0,0,0,0,0
2014,5,29,7,0,0.65178,0,0,0,0,0
2014,5,29,8,0,0.68446,0,0,0,0,0
2014,5,29,9,0,0.62459,0,0,0,0,0
2014,5,29,10,0,0.667555,0,0,0,0,0
2014,5,29,11,0,0.624075,0,0,0,0,0
2014,5,29,12,0,0.505065,0,0,0,0,0
2014,5,29,13,0,0.4586995,0,0,0,0,0
2014,5,29,14,0,0.383109,0,0,0,0,0
2014,5,29,15,0,0.3601405,0,0,0,0,0
2014,5,29,16,0,0.3694705,0,0,0,0,0
2014,5,29,17,0,0.3957475,0,0,0,0,0
2014,5,29,18,0,0.386625,0,0,0,0,0
2014,5,29,19,0,0.36674,0,0,0,0,0
2014,5,29,20,0,0.431141,0,0,0,0,0
2014,5,29,21,0,0.451171,0,0,0,0,0
2014,5,29,22,0,0.601475,0,0,0,0,0
2014,5,29,23,0,0.4815305,0,0,0,0,0
2014,5,30,0,0,0.3693145,0,0,0,0,0
2014,5,30,1,0,0.3581665,0,0,0,0,0
2014,5,30,2,0,0.4143185,0,0,0,0,0
2014,5,30,3,0,0.448898,0,0,0,0,0
2014,5,30,4,0,0.649225,0,0,0,0,0
2014,5,30,5,0,0.73791,0,0,0,0,0
2014,5,30,6,0,0.73015,0,0,0,0,0
2014,5,30,7,0,0.73321,0,0,0,0,0
2014,5,30,8,0,0.69354,0,0,0,0,0
2014,5,30,9,0,0.657465,0,0,0,0,0
2014,5,30,10,0,0.65866,0,0,0,0,0
2014,5,30,11,0,0.63625,0,0,0,0,0
2014,5,30,12,0,0.56715,0,0,0,0,0
2014,5,30,13,0,0.448838,0,0,0,0,0
2014,5,30,14,0,0.411878,0,0,0,0,0
2014,5,30,15,0,0.4147175,0,0,0,0,0
2014,5,30,16,0,0.425892,0,0,0,0,0
2014,5,30,17,0,0.3968465,0,0,0,0,0
2014,5,30,18,0,0.391306,0,0,0,0,0
2014,5,30,19,0,0.404941,0,0,0,0,0
2014,5,30,20,0,0.402314,0,0,0,0,0
2014,5,30,21,0,0.4034895,0,0,0,0,0
2014,5,30,22,0,0.60722,0,0,0,0,0
2014,5,30,23,0,0.4722035,0,0,0,0,0
2014,5,31,0,0,0.34741,0,0,0,0,0
2014,5,31,1,0,0.349529,0,0,0,0,0
2014,5,31,2,0,0.4150975,0,0,0,0,0
2014,5,31,3,0,0.49277,0,0,0,0,0
2014,5,31,4,0,0.526325,0,0,0,0,0
2014,5,31,5,0,0.572405,0,0,0,0,0
2014,5,31,6,0,0.571575,0,0,0,0,0
2014,5,31,7,0,0.64693,0,0,0,0,0
2014,5,31,8,0,0.66465,0,0,0,0,0
2014,5,31,9,0,0.644025,0,0,0,0,0
2014,5,31,10,0,0.4822455,0,0,0,0,0
2014,5,31,11,0,0.60186,0,0,0,0,0
2014,5,31,12,0,0.468062,0,0,0,0,0
2014,5,31,13,0,0.3622195,0,0,0,0,0
2014,5,31,14,0,0.436439,0,0,0,0,0
2014,5,31,15,0,0.437054,0,0,0,0,0
2014,5,31,16,0,0.4676855,0,0,0,0,0
2014,5,31,17,0,0.446986,0,0,0,0,0
2014,5,31,18,0,0.3626455,0,0,0,0,0
2014,5,31,19,0,0.3613695,0,0,0,0,0
2014,5,31,20,0,0.379537,0,0,0,0,0
2014,5,31,21,0,0.4256145,0,0,0,0,0
2014,5,31,22,0,0.4161305,0,0,0,0,0
2014,5,31,23,0,0.427656,0,0,0,0,0
2014,6,1,0,0,0.4136585,0,0,0,0,0
2014,6,1,1,0,0.427232,0,0,0,0,0
2014,6,1,2,0,0.350622,0,0,0,0,0
2014,6,1,3,0,0.471347,0,0,0,0,0
2014,6,1,4,0,0.652685,0,0,0,0,0
2014,6,1,5,0,0.7367,0,0,0,0,0
2014,6,1,6,0,0.69833,0,0,0,0,0
2014,6,1,7,0,0.719045,0,0,0,0,0
2014,6,1,8,0,0.685965,0,0,0,0,0
2014,6,1,9,0,0.64404,0,0,0,0,0
2014,6,1,10,0,0.6566,0,0,0,0,0
2014,6,1,11,0,0.62684,0,0,0,0,0
2014,6,1,12,0,0.61204,0,0,0,0,0
2014,6,1,13,0,0.491936,0,0,0,0,0
2014,6,1,14,0,0.3606405,0,0,0,0,0
2014,6,1,15,0,0.4027275,0,0,0,0,0
2014,6,1,16,0,0.4347595,0,0,0,0,0
2014,6,1,17,0,0.4082485,0,0,0,0,0
2014,6,1,18,0,0.371876,0,0,0,0,0
2014,6,1,19,0,0.3698595,0,0,0,0,0
2014,6,1,20,0,0.35714,0,0,0,0,0
2014,6,1,21,0,0.374276,0,0,0,0,0
2014,6,1,22,0,0.4146245,0,0,0,0,0
2014,6,1,23,0,0.375713,0,0,0,0,0
2014,6,2,0,0,0.395911,0,0,0,0,0
2014,6,2,1,0,0.39169,0,0,0,0,0
2014,6,2,2,0,0.3392885,0,0,0,0,0
2014,6,2,3,0,0.443652,0,0,0,0,0
2014,6,2,4,0,0.59372,0,0,0,0,0
2014,6,2,5,0,0.620395,0,0,0,0,0
2014,6,2,6,0,0.631335,0,0,0,0,0
2014,6,2,7,0,0.68458,0,0,0,0,0
2014,6,2,8,0,0.720735,0,0,0,0,0
2014,6,2,9,0,0.72011,0,0,0,0,0
2014,6,2,10,0,0.712735,0,0,0,0,0
2014,6,2,11,0,0.66844,0,0,0,0,0
2014,6,2,12,0,0.546045,0,0,0,0,0
2014,6,2,13,0,0.516105,0,0,0,0,0
2014,6,2,14,0,0.471177,0,0,0,0,0
2014,6,2,15,0,0.397496,0,0,0,0,0
2014,6,2,16,0,0.3716825,0,0,0,0,0
2014,6,2,17,0,0.324284,0,0,0,0,0
